Rank,Feature_Name,Importance_Score,Feature_Type
322,ex_3_3_2_2_2_3_4,0.0,Excess
323,seq_3_4_5_6_6_6_6_6,0.0,Sequence
324,seq_3_4_5_6_6_6_6_6_6,0.0,Sequence
325,seq_3_4_5_6_6_6_6_6_6_6_6_6_6_6_6_6_6,0.0,Sequence
326,seq_3_5_6_6_6,0.0,Sequence
327,seq_3_6_6_6_6,0.0,Sequence
328,seq_1_2_2_2_1_2_2_2_3_3_4_5_6_6_6_6_6_6,0.0,Sequence
329,ex_3_2_3_5_5,0.0,Excess
330,seq_1_2_2_2_1_2_2_2_2_3_2_2_3_4_5_6_6_6_6_1_2_2_2,0.0,Sequence
331,seq_6_6_6_6,0.0,Sequence
332,seq_range_1_2_1_2_2_2,0.0,Sequence
333,seq_1_2_1_2_2_3_3_4_5_6_6_6_6_6_6,0.0,Sequence
334,seq_range_1_2_2_1,0.0,Sequence
335,seq_1_2_2_1_2_2_2_1_1_2_2_3_3_3_4_5_6_6_6_6_6,0.0,Sequence
336,ex_2_2_2_1_2_2_3,0.0,Excess
337,ex_2_2_2_1_2_2_2_3,0.0,Excess
338,seq_range_2_2_2_2_2_2_2_2_2,0.0,Sequence
339,seq_range_6_6_6,0.0,Sequence
340,seq_range_6_6_6_6_6,0.0,Sequence
341,ex_2_2_2_1_2_2_2_2_3,0.0,Excess
342,seq_range_4,0.0,Sequence
343,seq_1_1_1_3_2_2_2_3_4_5_6_6_6_6_6_6_6_2_2_2,0.0,Sequence
344,ex_2_2_2_1_2_2_1_2_3,0.0,Excess
345,ex_2_2_2_1_1_1_1_1_1_1_3,0.0,Excess
346,ex_2_2_1_2_3,0.0,Excess
347,ex_2_2_1_2_2_2_1_1_2_2_3,0.0,Excess
348,ex_2_2_1_2_2_1_2_3,0.0,Excess
349,ex_2_1_2_2_3,0.0,Excess
350,ex_1_5_5,0.0,Excess
351,seq_1_1_1_2_2_3_4_5_6_6,0.0,Sequence
352,seq_1_1_1_2_2_2_3_3_4_6_6_6,0.0,Sequence
353,seq_1_1_1_2_2_2_3_3_4_5_6_6_6_6_6,0.0,Sequence
354,seq_1_1_1_2_2_2_3_3_3_4_4_5_6_6_6_6_6,0.0,Sequence
355,ex_1_1_1_3_2,0.0,Excess
356,seq_1_1_1_1_3_2_2_2_3_4_5_6_6_6_6_2_2_2,0.0,Sequence
357,ex_1_1_1_1_3_2,0.0,Excess
358,lk_elem_5,0.0,Numeric
359,seq_1_1_1_1_1_2_2_2_3_4_4_4_4_4_5_6_6_6_6,0.0,Sequence
360,seq_1_1_1_1_1_1_1_1_2_2_2_3_3_4_5_5_6_6_6_6,0.0,Sequence
361,ex_2_2_2_1_2_3,0.0,Excess
362,seq_1_1_1_3_2_2_2_3_6_6_6_6,0.0,Sequence
363,ex_2_2_2_1_3,0.0,Excess
364,seq_range_1_2_2_2_1_2_2_2_1_2_2_2_1_2_2_2,0.0,Sequence
365,seq_1_2_2_1_2_2_1_2_3_2_2_3_4_5_6_6_2_2_2,0.0,Sequence
366,ex_2_4_5_5,0.0,Excess
367,ex_3_3_3_3_2_5_5_5_1_2_2_2_2,0.0,Excess
368,seq_1_2_1_2_2_2_1_2_3_2_2_4_6_6_6_6_2_2_2,0.0,Sequence
369,ex_2_2_4_5_5,0.0,Excess
370,seq_range_1_2_2_2_1_2_1_2_2_1_2_2,0.0,Sequence
371,ex_2_2_4_4,0.0,Excess
372,seq_range_1_2_2_2_1_2_2_1_2_2_1_2_2_2,0.0,Sequence
373,ex_2_2_2_5_5,0.0,Excess
374,seq_1_1_3_2_2_3_4_5,0.0,Sequence
