Label,Next_Packet_After_First_Stage,First_Stage_Time_Diff,Gap_23_Time,Gap_23_Time_Ratio,Type_3_Last_Time,A_IAT_StdDev,Type_6_Time_Ratio,Range_1,A_Silence_Max_Duration,A_Silence_Avg_Duration,A_Silence_Total_Duration,Gap_34_Time_Ratio,Range_2,Gap_34_Time,Probe_Time_Ratio,Range_1_2,A_Kurtosis,A_CV,A_IAT_Skew_Ratio,A_Skewness
HUAWEI-PadSE,2.802182912826538,0.043997049331665,0.0015819072723388,0.0359548491630412,0.0022890567779541,0.005892017914272,-0.4087093645176841,2,0.020176887512207,0.020176887512207,0.020176887512207,0.0553655906403579,5,0.0024359226226806,0.015433219354383,1,3.3453576504893388,1.4731032658216718,2.6053748231965046,2.058961571972779
HUAWEI-PadSE,2.705784797668457,0.0358469486236572,0.0010371208190918,0.0289319135634142,0.0020029544830322,0.005552469914554,-0.8188928721076384,2,0.0180778503417968,0.0180778503417968,0.0180778503417968,0.0614287709590089,6,0.0022020339965819,0.0262182996016025,1,2.825643760647748,1.548937950855227,4.046106285882592,1.9918702252588785
HUAWEI-PadSE,1.9426298141479488,0.0355370044708251,0.001328945159912,0.0373960940068296,0.0025458335876464,0.0038453633973135,-0.6664877593876016,2,0.012411117553711,0.012411117553711,0.012411117553711,0.049049666897012,5,0.0017430782318116,0.0334310614345209,1,0.8700855808741905,1.1902803289223478,3.0072493502938564,1.330367105566631
HUAWEI-PadSE,2.076389074325561,0.0390200614929199,0.0018479824066163,0.0473598025198297,0.002958059310913,0.0050757360602961,-0.7339089098263478,2,0.0175061225891113,0.0175061225891113,0.0175061225891113,0.0518446554484253,3,0.0020229816436768,0.0281433686500201,1,3.3898955197167933,1.4308818214801864,2.327957682879465,2.070864291099919
HUAWEI-PadSE,2.1296639442443848,0.0377471446990966,0.0012340545654297,0.0326926599420176,0.0020489692687988,0.0044106063911609,-0.6071448873505416,2,0.0121500492095947,0.0121500492095947,0.0121500492095947,0.0562205112333646,6,0.002122163772583,0.0209824220106972,1,-0.2526345348161234,1.285307026253867,5.408031451839527,1.1611727025192389
HUAWEI-PadSE,1.9020259380340576,0.0352349281311035,0.0029470920562744,0.0836412109401428,0.003829002380371,0.003994815743517,-0.7303804149242811,2,0.0134310722351074,0.0134310722351074,0.0134310722351074,0.0434750246978756,6,0.0015318393707275,0.0243189476675729,1,1.9618007696350648,1.2471424098037749,1.865394076552178,1.658898390195597
HUAWEI-PadSE,2.0787792205810547,0.0429780483245849,7.1525573730000375e-06,0.0001664235034355,0.0021920204162597,0.0047788965695615,-0.5691794766535566,2,0.0135881900787353,0.0135881900787353,0.0135881900787353,0.0321141887131593,5,0.001380205154419,0.0302946250755832,1,-0.4403093808578786,1.2231328390755936,6.86837104853997,1.0015265187661442
OPPO-A36,11.566805124282835,0.2029480934143066,0.001107931137085,0.0054591847523456,0.0142631530761718,0.0369305965038269,-0.8614516003975441,10,0.1208319664001465,0.1208319664001465,0.1208319664001465,0.0236012527812825,4,0.0047898292541503,0.0079685066010666,3,3.825022853391412,1.8197065014272071,7.291417673235796,2.290178025656877
OPPO-A36,11.47411608695984,0.198958158493042,1.0013580322299886e-05,5.033008145102068e-05,0.0136210918426513,0.0365487565567611,-0.8553405608928073,8,0.1190938949584961,0.1190938949584961,0.1190938949584961,0.0126052887328925,2,0.0025079250335694,0.0062828718344471,2,3.74686224968816,1.8370071794788625,8.016943439250412,2.266291263764481
OPPO-A36,11.344034194946287,0.2091600894927978,0.0031440258026123,0.0150316717220593,0.0164291858673095,0.0391656094839118,-0.8677755474015739,6,0.1277890205383301,0.1277890205383301,0.1277890205383301,0.0080270745633383,3,0.0016789436340331,0.0069612815050135,2,3.886711056203412,1.872518298251179,10.125510385229902,2.307944750685593
